UniProtName_A	UniProtName_B
ACTB_HUMAN	CD81_HUMAN
ACTB_HUMAN	K1C18_HUMAN
ACTB_HUMAN	K2C8_HUMAN
CXCR4_HUMAN	CD4_HUMAN
CXCR4_HUMAN	CXCR4_HUMAN
CXCR4_HUMAN	SDF1_HUMAN
CXCR4_HUMAN	ENV_HV1H2
RL40_HUMAN	CD4_HUMAN
RL40_HUMAN	VDAC2_HUMAN
RL40_HUMAN	VDAC3_HUMAN
RL40_HUMAN	VDAC1_HUMAN
RL40_HUMAN	RL40_HUMAN
RL40_HUMAN	HGS_HUMAN
VPU_HV1H3	CD4_HUMAN
HRD3_YEAST	CD4_HUMAN
RL18_HUMAN	RL22_HUMAN
RL18_HUMAN	RL7_HUMAN
RL18_HUMAN	RS19_HUMAN
RL18_HUMAN	RSSA_HUMAN
RL18_HUMAN	RS12_HUMAN
RL18_HUMAN	RLA0_HUMAN
RL18_HUMAN	RS9_HUMAN
RL18_HUMAN	RS10_HUMAN
DHRS2_HUMAN	EF1B_HUMAN
DHRS2_HUMAN	G3P_HUMAN
DHRS2_HUMAN	VDAC1_HUMAN
DHRS2_HUMAN	ROA1_HUMAN
DHRS2_HUMAN	PHB_HUMAN
DHRS2_HUMAN	VDAC3_HUMAN
DHRS2_HUMAN	VDAC2_HUMAN
KCAB2_HUMAN	KCAB2_HUMAN
KCAB2_HUMAN	CD4_HUMAN
EIF3I_HUMAN	LAMP2_HUMAN
EIF3I_HUMAN	EIF3D_HUMAN
IL16_HUMAN	IL16_HUMAN
IL16_HUMAN	HSP7C_HUMAN
IL16_HUMAN	ANXA6_HUMAN
HNRPD_HUMAN	HNRPD_HUMAN
HNRPD_HUMAN	ROA2_HUMAN
HNRPD_HUMAN	HSP7C_HUMAN
HNRPD_HUMAN	RSSA_HUMAN
HNRPD_HUMAN	RS12_HUMAN
HNRPD_HUMAN	VDAC3_HUMAN
IF4A2_HUMAN	IF4A2_HUMAN
IF4A2_HUMAN	EF1B_HUMAN
IF4A2_HUMAN	EIF3D_HUMAN
IF4A2_HUMAN	DDX3X_HUMAN
IF4A2_HUMAN	EIF3B_HUMAN
IF4A2_HUMAN	EIF3C_HUMAN
IF4A2_HUMAN	EIF3I_HUMAN
IMB1_HUMAN	EPS15_HUMAN
IMB1_HUMAN	IMB1_HUMAN
IMB1_HUMAN	NUCL_HUMAN
MK14_HUMAN	HS90A_HUMAN
MK14_HUMAN	HS90B_HUMAN
MK14_HUMAN	HSP7C_HUMAN
MK14_HUMAN	MK14_HUMAN
MK14_HUMAN	K2C8_HUMAN
MK14_HUMAN	CD4_HUMAN
MK14_HUMAN	CH60_HUMAN
MK14_HUMAN	EPS15_HUMAN
MK14_HUMAN	PTPRC_HUMAN
MK14_HUMAN	K1C18_HUMAN
Q1PHM6_9HIV1	CD4_HUMAN
POGZ_HUMAN	HGS_HUMAN
HEMH1_BACAN	CD4_HUMAN
TNPO1_HUMAN	HNRPD_HUMAN
TNPO1_HUMAN	TNPO1_HUMAN
SAAL1_HUMAN	MDR1_HUMAN
RANB9_HUMAN	DDX5_HUMAN
RANB9_HUMAN	GCR_HUMAN
RANB9_HUMAN	RANB9_HUMAN
UBL7_HUMAN	CD4_HUMAN
UBL7_HUMAN	SHLB1_HUMAN
UBL7_HUMAN	TERA_HUMAN
UBL7_HUMAN	DDX3X_HUMAN
EIF3C_HUMAN	EIF3D_HUMAN
EIF3C_HUMAN	EIF3I_HUMAN
EIF3C_HUMAN	NUCL_HUMAN
EIF3C_HUMAN	EI2BG_HUMAN
EI2BG_HUMAN	EI2BD_HUMAN
EI2BG_HUMAN	EI2BG_HUMAN
SYFB_HUMAN	RLA0_HUMAN
SYFB_HUMAN	RLA1_HUMAN
SPG21_HUMAN	RS19_HUMAN
MARH4_HUMAN	CD4_HUMAN
EI2BD_HUMAN	EI2BD_HUMAN
CHIP_HUMAN	HS90B_HUMAN
CHIP_HUMAN	HS90A_HUMAN
CHIP_HUMAN	P85A_HUMAN
CHIP_HUMAN	CHIP_HUMAN
CHIP_HUMAN	TERA_HUMAN
CHIP_HUMAN	GCR_HUMAN
CHIP_HUMAN	CH60_HUMAN
CHIP_HUMAN	ACTB_HUMAN
CHIP_HUMAN	HNRPD_HUMAN
CHIP_HUMAN	LEG1_HUMAN
CHIP_HUMAN	VIME_HUMAN
VDAC3_HUMAN	VDAC2_HUMAN
VDAC3_HUMAN	ATPA_HUMAN
VDAC3_HUMAN	PHB_HUMAN
SHLB1_HUMAN	SHLB1_HUMAN
VPP2_HUMAN	VPP1_HUMAN
VPP2_HUMAN	ANXA6_HUMAN
VPP2_HUMAN	LAMP2_HUMAN
A0A5P8YBL8_YERPE	CD8A_HUMAN
A0A5P8YBL8_YERPE	B2MG_HUMAN
LAT_HUMAN	CD8A_HUMAN
SAP30_HUMAN	RBBP7_HUMAN
SAP30_HUMAN	MTA2_HUMAN
SAP30_HUMAN	CHD4_HUMAN
MTA2_HUMAN	HDAC2_HUMAN
MTA2_HUMAN	HDAC1_HUMAN
MTA2_HUMAN	RBBP7_HUMAN
MTA2_HUMAN	RBBP4_HUMAN
MTA2_HUMAN	MBD3_HUMAN
MTA2_HUMAN	SIN3A_HUMAN
MTA2_HUMAN	MTA2_HUMAN
MBD3_HUMAN	CHD4_HUMAN
MBD3_HUMAN	MBD3_HUMAN
MBD3_HUMAN	MBD2_HUMAN
CD8A_HUMAN	CYBP_HUMAN
CD8A_HUMAN	CALR_HUMAN
CD8A_HUMAN	CD8B_HUMAN
CD8A_HUMAN	CD8A_HUMAN
CD8A_HUMAN	CD59_HUMAN
CD8A_HUMAN	LNX2_HUMAN
CD8A_HUMAN	LNX1_HUMAN
CD8A_HUMAN	COPA_HUMAN
CD8A_HUMAN	LCK_HUMAN
CD8A_HUMAN	HLAE_HUMAN
CD8A_HUMAN	LEG1_HUMAN
CD8A_HUMAN	HDAC1_HUMAN
CD8A_HUMAN	EIF3A_HUMAN
CD8A_HUMAN	RBBP7_HUMAN
CD8A_HUMAN	RBBP4_HUMAN
CD8A_HUMAN	CHD4_HUMAN
CD8A_HUMAN	SAP30_HUMAN
CD8A_HUMAN	MBD2_HUMAN
CD8A_HUMAN	MBD3_HUMAN
CD8A_HUMAN	HDAC2_HUMAN
CD8A_HUMAN	MTA2_HUMAN
CD8A_HUMAN	SIN3A_HUMAN
CD8A_HUMAN	GRP78_HUMAN
CD8A_HUMAN	NPTX1_HUMAN
1B07_HUMAN	B2MG_HUMAN
1B07_HUMAN	1A03_HUMAN
1B07_HUMAN	1C07_HUMAN
1B07_HUMAN	HLAE_HUMAN
1B07_HUMAN	CD8A_HUMAN
1B07_HUMAN	GRP78_HUMAN
1B07_HUMAN	1B07_HUMAN
CD3D_HUMAN	CD8A_HUMAN
CD3D_HUMAN	CD8B_HUMAN
CD3D_HUMAN	1C07_HUMAN
1A03_HUMAN	B2MG_HUMAN
1A03_HUMAN	1A03_HUMAN
1A03_HUMAN	CD8A_HUMAN
CD1A_HUMAN	B2MG_HUMAN
CD1A_HUMAN	CD8A_HUMAN
CD1A_HUMAN	1C07_HUMAN
CD1A_HUMAN	1B07_HUMAN
CD1A_HUMAN	1A03_HUMAN
LCK_HUMAN	CDK1_HUMAN
LCK_HUMAN	GRP78_HUMAN
CDK1_HUMAN	CD8A_HUMAN
CDK1_HUMAN	CDK1_HUMAN
PTPRC_HUMAN	CD8A_HUMAN
LEG1_HUMAN	CALR_HUMAN
1C07_HUMAN	1A03_HUMAN
1C07_HUMAN	HLAE_HUMAN
1C07_HUMAN	1C07_HUMAN
1C07_HUMAN	CD8A_HUMAN
1C07_HUMAN	GRP78_HUMAN
1C07_HUMAN	CALR_HUMAN
CD8B_HUMAN	CD8B_HUMAN
GRP78_HUMAN	LEG1_HUMAN
GRP78_HUMAN	GRP78_HUMAN
HLAE_HUMAN	1A03_HUMAN
HLAE_HUMAN	B2MG_HUMAN
HLAE_HUMAN	HLAE_HUMAN
HLAG_HUMAN	1A03_HUMAN
HLAG_HUMAN	HLAE_HUMAN
HLAG_HUMAN	1C07_HUMAN
HLAG_HUMAN	1B07_HUMAN
HLAG_HUMAN	HLAG_HUMAN
HLAG_HUMAN	CD8A_HUMAN
CALR_HUMAN	B2MG_HUMAN
CALR_HUMAN	HLAE_HUMAN
CALR_HUMAN	1A03_HUMAN
CALR_HUMAN	CALR_HUMAN
CALR_HUMAN	1B07_HUMAN
COPA_HUMAN	COPA_HUMAN
B2MG_HUMAN	HLAG_HUMAN
B2MG_HUMAN	1C07_HUMAN
B2MG_HUMAN	CD8A_HUMAN
B2MG_HUMAN	B2MG_HUMAN
SRSF1_HUMAN	SRSF1_HUMAN
SRSF1_HUMAN	CD8A_HUMAN
RBBP4_HUMAN	SAP30_HUMAN
RBBP4_HUMAN	MBD2_HUMAN
RBBP4_HUMAN	CHD4_HUMAN
RBBP4_HUMAN	MBD3_HUMAN
RBBP4_HUMAN	1B07_HUMAN
RBBP4_HUMAN	RBBP4_HUMAN
HDAC1_HUMAN	HDAC2_HUMAN
HDAC1_HUMAN	CHD4_HUMAN
HDAC1_HUMAN	SIN3A_HUMAN
HDAC1_HUMAN	RBBP4_HUMAN
HDAC1_HUMAN	RBBP7_HUMAN
HDAC1_HUMAN	MBD3_HUMAN
HDAC1_HUMAN	SAP30_HUMAN
HDAC1_HUMAN	MBD2_HUMAN
HDAC1_HUMAN	HDAC1_HUMAN
CHD4_HUMAN	MTA2_HUMAN
CHD4_HUMAN	RBBP7_HUMAN
CHD4_HUMAN	MBD2_HUMAN
CHD4_HUMAN	SIN3A_HUMAN
CHD4_HUMAN	CHD4_HUMAN
CHD4_HUMAN	GRP78_HUMAN
CHD4_HUMAN	SRSF1_HUMAN
CHD4_HUMAN	EIF3A_HUMAN
NPTX1_HUMAN	NPTX1_HUMAN
NPTX1_HUMAN	GRP78_HUMAN
RBBP7_HUMAN	SIN3A_HUMAN
RBBP7_HUMAN	RBBP4_HUMAN
RBBP7_HUMAN	MBD3_HUMAN
RBBP7_HUMAN	MBD2_HUMAN
LNX2_HUMAN	LNX2_HUMAN
LNX1_HUMAN	LNX1_HUMAN
LNX1_HUMAN	SRSF1_HUMAN
LNX1_HUMAN	LNX2_HUMAN
LNX1_HUMAN	COPA_HUMAN
SREK1_HUMAN	SREK1_HUMAN
SREK1_HUMAN	SRSF1_HUMAN
SREK1_HUMAN	CD8A_HUMAN
Y2573_YERPE	CD8A_HUMAN
HDAC2_HUMAN	SAP30_HUMAN
HDAC2_HUMAN	MBD2_HUMAN
HDAC2_HUMAN	RBBP7_HUMAN
HDAC2_HUMAN	MBD3_HUMAN
HDAC2_HUMAN	RBBP4_HUMAN
HDAC2_HUMAN	CHD4_HUMAN
HDAC2_HUMAN	HDAC2_HUMAN
HDAC2_HUMAN	GRP78_HUMAN
HDAC2_HUMAN	COPA_HUMAN
SIN3A_HUMAN	HDAC2_HUMAN
SIN3A_HUMAN	SAP30_HUMAN
SIN3A_HUMAN	RBBP4_HUMAN
SIN3A_HUMAN	MBD3_HUMAN
SLF1_HUMAN	CD8A_HUMAN
CYBP_HUMAN	CYBP_HUMAN
CYBP_HUMAN	1B07_HUMAN
MBD2_HUMAN	MTA2_HUMAN
MBD2_HUMAN	SIN3A_HUMAN
MBD2_HUMAN	MBD2_HUMAN
CO3_HUMAN	CO3_HUMAN
IFNA1_HUMAN	IFNA1_HUMAN
P53_HUMAN	P53_HUMAN
CR2_HUMAN	FCER2_HUMAN
CR2_HUMAN	ANXA6_HUMAN
CD19_HUMAN	IFM1_HUMAN
CR2_HUMAN	IFM1_HUMAN
CD81_HUMAN	IFM1_HUMAN
IFM1_HUMAN	IFM1_HUMAN
CO3_HUMAN	CR1_HUMAN
A0A2U2H232_YERPE	CR2_HUMAN
CD19_HUMAN	CR2_HUMAN
CR1_HUMAN	CR2_HUMAN
IFNA1_HUMAN	CR2_HUMAN
CO3_HUMAN	CR2_HUMAN
P53_HUMAN	CR2_HUMAN
CR2_HUMAN	CR2_HUMAN
FHOD1_HUMAN	CR2_HUMAN
CD19_HUMAN	CD81_HUMAN
CR2_HUMAN	CD81_HUMAN
CD81_HUMAN	HNRPU_HUMAN
P53_HUMAN	HNRPU_HUMAN
CR2_HUMAN	HNRPU_HUMAN
FHOD1_HUMAN	FHOD1_HUMAN
CP27B_HUMAN	PSMG3_HUMAN
A6SZC0_JANMA	A6SZC0_JANMA
A6SZC0_JANMA	BNL2A_EBVG
A6SZC0_JANMA	EBNA5_EBVB9
HAX1_HUMAN	MLF2_HUMAN
HAX1_HUMAN	GRP78_HUMAN
HAX1_HUMAN	CLUS_HUMAN
HAX1_HUMAN	HS90A_HUMAN
HAX1_HUMAN	BAG5_HUMAN
HAX1_HUMAN	PYR1_HUMAN
HAX1_HUMAN	CLH1_HUMAN
HAX1_HUMAN	EMD_HUMAN
HAX1_HUMAN	CHIP_HUMAN
HAX1_HUMAN	UBB_HUMAN
SC16A_HUMAN	SEC13_HUMAN
SC16A_HUMAN	HNRPK_HUMAN
SC16A_HUMAN	HNRPM_HUMAN
SC16A_HUMAN	AKP8L_HUMAN
SC16A_HUMAN	BAG3_HUMAN
SC16A_HUMAN	PYR1_HUMAN
SC16A_HUMAN	P3H1_HUMAN
SC16A_HUMAN	ROA1_HUMAN
SC16A_HUMAN	P4HA2_HUMAN
SC16A_HUMAN	CCAR2_HUMAN
SC16A_HUMAN	KANK2_HUMAN
P4HA2_HUMAN	SCYL1_HUMAN
P4HA2_HUMAN	P4HA1_HUMAN
P4HA2_HUMAN	RS13_HUMAN
P4HA2_HUMAN	BAG3_HUMAN
P4HA2_HUMAN	DNJB5_HUMAN
P4HA2_HUMAN	CHIP_HUMAN
P4HA2_HUMAN	P4HA2_HUMAN
HNRPR_HUMAN	KHDR1_HUMAN
HNRPR_HUMAN	SRSF1_HUMAN
HNRPR_HUMAN	U520_HUMAN
HNRPR_HUMAN	SF3B1_HUMAN
HNRPR_HUMAN	SFPQ_HUMAN
HNRPR_HUMAN	ROA0_HUMAN
HNRPR_HUMAN	ILF3_HUMAN
HNRPR_HUMAN	RS23_HUMAN
HNRPR_HUMAN	RAD50_HUMAN
HNRPR_HUMAN	RL31_HUMAN
HNRPR_HUMAN	DDX5_HUMAN
HNRPR_HUMAN	PRP8_HUMAN
HNRPR_HUMAN	RL7_HUMAN
HNRPR_HUMAN	PAIRB_HUMAN
IDH3B_HUMAN	IDH3A_HUMAN
SAHH2_HUMAN	SAHH2_HUMAN
SAHH2_HUMAN	CHIP_HUMAN
SAHH2_HUMAN	SNRPA_HUMAN
SAHH2_HUMAN	SP100_HUMAN
SAHH2_HUMAN	SRSF1_HUMAN
HNRPQ_HUMAN	SYEP_HUMAN
HNRPQ_HUMAN	HNRPK_HUMAN
HNRPQ_HUMAN	PSMD2_HUMAN
HNRPQ_HUMAN	ROAA_HUMAN
HNRPQ_HUMAN	KHDR1_HUMAN
HNRPQ_HUMAN	RL24_HUMAN
HNRPQ_HUMAN	HNRPR_HUMAN
HNRPQ_HUMAN	SRSF1_HUMAN
HNRPQ_HUMAN	ILF3_HUMAN
HNRPQ_HUMAN	SRRM2_HUMAN
HNRPQ_HUMAN	RL10_HUMAN
HNRPQ_HUMAN	TIM50_HUMAN
HNRPQ_HUMAN	ROA0_HUMAN
HNRPQ_HUMAN	DDX17_HUMAN
HNRC1_HUMAN	1433G_HUMAN
HNRC1_HUMAN	HNRC1_HUMAN
DNJB6_HUMAN	PSMD2_HUMAN
DNJB6_HUMAN	CHIP_HUMAN
DNJB6_HUMAN	BAG3_HUMAN
DNJB6_HUMAN	DNJB6_HUMAN
DNJB6_HUMAN	HDAC4_HUMAN
DNJB6_HUMAN	HSPB8_HUMAN
NIPS2_HUMAN	NIPS2_HUMAN
NIPS2_HUMAN	NIPS1_HUMAN
NIPS2_HUMAN	PHB2_HUMAN
NIPS2_HUMAN	HNRPU_HUMAN
NIPS2_HUMAN	NUCL_HUMAN
NIPS2_HUMAN	RCN1_HUMAN
NIPS2_HUMAN	SRSF1_HUMAN
SF3B1_HUMAN	SF3B2_HUMAN
SF3B1_HUMAN	1433G_HUMAN
SF3B1_HUMAN	SMD2_HUMAN
SF3B1_HUMAN	U520_HUMAN
SF3B1_HUMAN	SRSF1_HUMAN
SF3B1_HUMAN	SNRPA_HUMAN
SF3B1_HUMAN	SFPQ_HUMAN
SF3B1_HUMAN	SRRM2_HUMAN
SF3B1_HUMAN	SYEP_HUMAN
SF3B1_HUMAN	TMED9_HUMAN
SF3B1_HUMAN	TBA1B_HUMAN
SF3B1_HUMAN	SSBP_HUMAN
SF3B1_HUMAN	CAZA1_HUMAN
U520_HUMAN	1433G_HUMAN
U520_HUMAN	SF3B2_HUMAN
U520_HUMAN	U520_HUMAN
U520_HUMAN	HSPB1_HUMAN
U520_HUMAN	SRRM2_HUMAN
RL1D1_HUMAN	RL7A_HUMAN
RL1D1_HUMAN	RS13_HUMAN
RL1D1_HUMAN	H1X_HUMAN
RL1D1_HUMAN	RL26_HUMAN
RL1D1_HUMAN	SF3B1_HUMAN
RL1D1_HUMAN	SF3B2_HUMAN
RL1D1_HUMAN	RL8_HUMAN
RL1D1_HUMAN	RS15_HUMAN
RL1D1_HUMAN	RS9_HUMAN
UBR5_HUMAN	MAGD1_HUMAN
UBR5_HUMAN	UBR5_HUMAN
UBR5_HUMAN	SET_HUMAN
UBR5_HUMAN	SRSF1_HUMAN
UBR5_HUMAN	NONO_HUMAN
UBR5_HUMAN	PCNA_HUMAN
UBR5_HUMAN	SMD2_HUMAN
UBR5_HUMAN	PRP8_HUMAN
UBR5_HUMAN	PCBP1_HUMAN
BAG2_HUMAN	NUCL_HUMAN
BAG2_HUMAN	TBA1B_HUMAN
BAG2_HUMAN	ROAA_MOUSE
BAG2_HUMAN	ROA1_HUMAN
BAG2_HUMAN	HNRPM_HUMAN
BAG2_HUMAN	HS71A_HUMAN
BAG2_HUMAN	TBB5_HUMAN
BAG2_HUMAN	SYIC_HUMAN
BAG2_HUMAN	HNRPU_HUMAN
BAG2_HUMAN	DHX9_HUMAN
BAG2_HUMAN	RL10_HUMAN
BAG2_HUMAN	RS13_HUMAN
BAG2_HUMAN	SYDC_HUMAN
BAG2_HUMAN	UBB_HUMAN
BAG2_HUMAN	XRCC5_HUMAN
BAG2_HUMAN	RS16_HUMAN
BAG2_HUMAN	RS18_HUMAN
BAG2_HUMAN	RS23_HUMAN
BAG2_HUMAN	HSP7C_HUMAN
BAG2_HUMAN	SYEP_HUMAN
BAG2_HUMAN	RS8_HUMAN
BAG2_HUMAN	RS25_SHEEP
BAG2_HUMAN	RS4_XENTR
BAG2_HUMAN	PCCA_HUMAN
BAG2_HUMAN	HNRPQ_HUMAN
BAG2_HUMAN	ILF3_HUMAN
BAG2_HUMAN	SYQ_HUMAN
BAG2_HUMAN	MLF2_HUMAN
BAG2_HUMAN	BAG2_HUMAN
BAG2_HUMAN	PSMD2_HUMAN
BAG2_HUMAN	CCAR2_HUMAN
BAG2_HUMAN	MEP50_HUMAN
BAG2_HUMAN	DNJB1_HUMAN
BAG2_HUMAN	DNJB6_HUMAN
BAG2_HUMAN	HSP74_HUMAN
BAG2_HUMAN	CLH1_HUMAN
BAG2_HUMAN	DJC13_HUMAN
BAG3_HUMAN	PSMD2_HUMAN
BAG3_HUMAN	CHIP_HUMAN
BAG3_HUMAN	HSPB8_HUMAN
BAG3_HUMAN	HS71A_HUMAN
BAG3_HUMAN	SF3B2_HUMAN
BAG3_HUMAN	ADT3_HUMAN
BAG3_HUMAN	RBBP4_HUMAN
BAG3_HUMAN	HSP74_HUMAN
BAG3_HUMAN	CAZA1_HUMAN
BAG3_HUMAN	CAPZB_HUMAN
BAG3_HUMAN	BAG3_HUMAN
BAG3_HUMAN	BAG2_HUMAN
BAG3_HUMAN	CDK1_HUMAN
BAG3_HUMAN	DNJB4_HUMAN
BAG3_HUMAN	HNRPK_HUMAN
BAG3_HUMAN	HNRPU_HUMAN
BAG3_HUMAN	HS90A_HUMAN
BAG3_HUMAN	NUCL_HUMAN
BAG3_HUMAN	PDIA1_HUMAN
BAG3_HUMAN	PRS7_HUMAN
BAG3_HUMAN	RS2_HUMAN
BAG3_HUMAN	RUVB2_HUMAN
BAG3_HUMAN	SEC13_HUMAN
BAG3_HUMAN	ADT2_HUMAN
BAG3_HUMAN	1433G_HUMAN
BAG3_HUMAN	NUP93_HUMAN
BAG3_HUMAN	DNJB1_HUMAN
BAG3_HUMAN	GRP78_HUMAN
DHE3_HUMAN	DHE3_HUMAN
HSPB1_HUMAN	BAG3_HUMAN
HSPB1_HUMAN	HSPB1_HUMAN
HSPB1_HUMAN	HSPB8_HUMAN
HSPB1_HUMAN	GRP78_HUMAN
HSPB1_HUMAN	CHIP_HUMAN
HSPB1_HUMAN	ROA2_HUMAN
HSPB1_HUMAN	MAGD1_HUMAN
HSPB1_HUMAN	SYQ_HUMAN
HSPB1_HUMAN	MEP50_HUMAN
HSPB1_HUMAN	CDK1_HUMAN
HSPB1_HUMAN	GRPE1_HUMAN
HSPB1_HUMAN	HSP7C_HUMAN
HSPB1_HUMAN	HAX1_HUMAN
HSPB1_HUMAN	CLUS_HUMAN
HSPB1_HUMAN	NUP93_HUMAN
HSPB1_HUMAN	BAG2_HUMAN
HSPB1_HUMAN	RUVB2_HUMAN
HSPB1_HUMAN	RUVB1_HUMAN
HSPB1_HUMAN	GCN1_HUMAN
HSPB1_HUMAN	RCN2_HUMAN
HSPB1_HUMAN	TBA1B_HUMAN
HSPB1_HUMAN	XPOT_HUMAN
HSPB1_HUMAN	SC16A_HUMAN
HSPB1_HUMAN	AKP8L_HUMAN
HSPB1_HUMAN	MCCB_HUMAN
HSPB1_HUMAN	PHB2_HUMAN
HSPB1_HUMAN	ADT3_HUMAN
HSPB1_HUMAN	DHE3_HUMAN
HSPB1_HUMAN	ADT2_HUMAN
HSPB1_HUMAN	ATPA_HUMAN
HSPB1_HUMAN	EMD_HUMAN
HSPB1_HUMAN	MLF2_HUMAN
ADT2_HUMAN	ADT3_HUMAN
ADT2_HUMAN	CH60_HUMAN
ADT2_HUMAN	ATPA_HUMAN
ADT2_HUMAN	RL7_HUMAN
ADT2_HUMAN	RL31_HUMAN
ADT2_HUMAN	RS3A_HUMAN
ADT2_HUMAN	RL18_HUMAN
ADT2_HUMAN	RS23_HUMAN
ADT2_HUMAN	RS6_HUMAN
ADT2_HUMAN	RS2_HUMAN
ADT2_HUMAN	RL23_HUMAN
ADT2_HUMAN	RL11_HUMAN
ADT2_HUMAN	RL7A_HUMAN
ADT2_HUMAN	RS4X_HUMAN
ADT2_HUMAN	RL9_HUMAN
ADT2_HUMAN	RS8_HUMAN
ADT2_HUMAN	HS90A_HUMAN
ADT2_HUMAN	HNRPU_HUMAN
PCCB_HUMAN	PCCA_HUMAN
PCCB_HUMAN	PHB2_HUMAN
PCCB_HUMAN	PCCB_HUMAN
IF2A_HUMAN	HSPB1_HUMAN
IF2A_HUMAN	TMED9_HUMAN
IF2A_HUMAN	SYDC_HUMAN
IF2A_HUMAN	SYQ_HUMAN
IF2A_HUMAN	RL13_HUMAN
IF2A_HUMAN	RL27A_HUMAN
IF2A_HUMAN	RL7A_HUMAN
IF2A_HUMAN	RS27L_HUMAN
IF2A_HUMAN	HS90A_HUMAN
IF2A_HUMAN	EIF3B_HUMAN
CDK1_HUMAN	CDN1A_HUMAN
CDK1_HUMAN	ADT2_HUMAN
CDK1_HUMAN	H13_HUMAN
CDK1_HUMAN	SSBP_HUMAN
CDK1_HUMAN	MARCS_HUMAN
CDK1_HUMAN	HS90A_HUMAN
CDK1_HUMAN	HSP74_HUMAN
CDK1_HUMAN	NUCL_HUMAN
CDK1_HUMAN	KHDR1_HUMAN
LDHB_HUMAN	LDHB_HUMAN
LDHB_HUMAN	ROA2_HUMAN
LDHB_HUMAN	ROAA_HUMAN
LDHB_HUMAN	1433G_HUMAN
LDHB_HUMAN	PHB2_HUMAN
LDHB_HUMAN	PRS7_HUMAN
LDHB_HUMAN	SSBP_HUMAN
PDIA1_HUMAN	P4HA2_HUMAN
PDIA1_HUMAN	TMED9_HUMAN
PDIA1_HUMAN	PDIA1_HUMAN
PDIA1_HUMAN	CH60_HUMAN
PDIA1_HUMAN	P4HA1_HUMAN
PDIA1_HUMAN	RCN1_HUMAN
PDIA1_HUMAN	RCN2_HUMAN
PDIA1_HUMAN	ACTB_HUMAN
PDIA1_HUMAN	MCCB_HUMAN
PDIA1_HUMAN	IF2A_HUMAN
TBB5_HUMAN	RL23_HUMAN
TBB5_HUMAN	U520_HUMAN
TBB5_HUMAN	HS71A_HUMAN
TBB5_HUMAN	PHB2_HUMAN
SYEP_HUMAN	TBB5_HUMAN
SYEP_HUMAN	PTBP1_HUMAN
SYEP_HUMAN	IDH3A_HUMAN
SYEP_HUMAN	PSMD2_HUMAN
SYEP_HUMAN	ILF3_HUMAN
SYEP_HUMAN	LPPRC_HUMAN
HS90A_HUMAN	SYDC_HUMAN
HS90A_HUMAN	SYEP_HUMAN
HS90A_HUMAN	BAG2_HUMAN
HS90A_HUMAN	PRP8_HUMAN
HS90A_HUMAN	U520_HUMAN
HS90A_HUMAN	HS71A_HUMAN
HS90A_HUMAN	SSBP_HUMAN
HS90A_HUMAN	HSP74_HUMAN
HS90A_HUMAN	HSPB1_HUMAN
HS90A_HUMAN	RS6_HUMAN
HS90A_HUMAN	CDN1A_HUMAN
HS90A_HUMAN	RL17_HUMAN
HS90A_HUMAN	RS16_HUMAN
HS90A_HUMAN	MARCS_HUMAN
HS90A_HUMAN	MLF2_HUMAN
HS90A_HUMAN	GRP78_HUMAN
HS90A_HUMAN	RS4X_HUMAN
HS90A_HUMAN	KCC2D_HUMAN
HS90A_HUMAN	PDIA1_HUMAN
HS90A_HUMAN	P4HA1_HUMAN
HS90A_HUMAN	HNRPK_HUMAN
RU2B_HUMAN	SF3B1_HUMAN
RU2B_HUMAN	SF3B2_HUMAN
RU2B_HUMAN	U520_HUMAN
RU2B_HUMAN	SRRM2_HUMAN
RU2B_HUMAN	DHX9_HUMAN
RU2B_HUMAN	SMD2_HUMAN
RS17_HUMAN	RS23_HUMAN
RS17_HUMAN	RS9_HUMAN
RS17_HUMAN	RS8_HUMAN
RS17_HUMAN	RS3A_HUMAN
RS17_HUMAN	RS25_HUMAN
SNRPA_HUMAN	HNRPK_HUMAN
SNRPA_HUMAN	PTBP1_HUMAN
SNRPA_HUMAN	SNRPA_HUMAN
SNRPA_HUMAN	SFPQ_HUMAN
SNRPA_HUMAN	HNRPU_HUMAN
SNRPA_HUMAN	PCBP1_HUMAN
SNRPA_HUMAN	PCBP2_HUMAN
ROA1_HUMAN	NONO_HUMAN
ROA1_HUMAN	SMD2_HUMAN
ROA1_HUMAN	PAIRB_HUMAN
ROA1_HUMAN	HNRPQ_HUMAN
ROA1_HUMAN	HNRPK_HUMAN
ROA1_HUMAN	ROA0_HUMAN
ROA1_HUMAN	HNRPR_HUMAN
ROA1_HUMAN	ILF3_HUMAN
ROA1_HUMAN	DHX9_HUMAN
ROA1_HUMAN	HNRPU_HUMAN
ROA1_HUMAN	ROAA_HUMAN
ROA1_HUMAN	HNRPM_HUMAN
ROA1_HUMAN	RS15_HUMAN
ROA1_HUMAN	RS3A_HUMAN
ROA1_HUMAN	DDX17_HUMAN
ROA1_HUMAN	PTBP1_HUMAN
ROA1_HUMAN	U520_HUMAN
ROA1_HUMAN	PRP8_HUMAN
ROA1_HUMAN	SRSF1_HUMAN
ROA1_HUMAN	RAD50_HUMAN
ROA1_HUMAN	XRCC5_HUMAN
ROA1_HUMAN	RS8_HUMAN
ROA1_HUMAN	RS6_HUMAN
ROA1_HUMAN	RL26_HUMAN
ROA1_HUMAN	CLH1_HUMAN
